TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Heart_Rate,Elements
2026-07-29 18:09:46.372,0.4242,0.5961,0.5064,0.5553,0.3027,0.2783,0.3485,0.2906,0.1483,0.0904,0.0641,0.0885,0.1022,0.0293,0.0664,0.0554,0.0226,0.0059,0.0145,0.0102,3147.6923,3301.6117,3351.5751,3094.1026,-0.9232,-0.1378,-0.3117,-1.2561,0.1122,1.9141,1,2,1,1,1,42.4,80.5,
2026-07-29 18:09:47.433,0.4327,0.6158,0.5403,0.5554,0.3018,0.2648,0.3242,0.2919,0.1449,0.0881,0.0598,0.0881,0.0994,0.0258,0.0617,0.0546,0.0211,0.0055,0.014,0.01,3395.4945,3358.4249,3301.6117,3399.1209,-0.9243,-0.1207,-0.3162,0.2692,0.7701,-0.3065,1,2,1,1,1,42.4,81.8,
2026-07-29 18:09:48.444,0.4183,0.6114,0.5336,0.5532,0.3083,0.2681,0.2602,0.2964,0.1523,0.0893,0.0868,0.0892,0.1007,0.0257,0.0921,0.0517,0.0205,0.0055,0.0272,0.0096,3060.6593,3333.4432,3347.1429,3443.8462,-0.9491,-0.1462,-0.2821,0.4112,-1.286,2.6842,1,2,1,1,1,42.4,81.9,
2026-07-29 18:09:49.462,0.459,0.6171,0.4182,0.5223,0.2875,0.2639,0.2925,0.3286,0.1248,0.0888,0.1168,0.0887,0.1042,0.0248,0.1281,0.0508,0.0245,0.0053,0.0443,0.0095,3270.5861,3385.4212,3335.0549,3302.4176,-0.9299,-0.1479,-0.3171,-0.6804,-0.172,0.0822,1,2,1,1,1,42.4,80.7,
2026-07-29 18:09:50.474,0.5158,0.6256,0.3952,0.5444,0.225,0.2547,0.2872,0.3173,0.1172,0.0893,0.1254,0.079,0.117,0.0251,0.1391,0.05,0.025,0.0052,0.0531,0.0093,3458.3516,3296.3736,3334.652,3235.5311,-0.9243,-0.1551,-0.3207,-1.0393,0.3963,-0.0,1,1,1,1,1,42.4,78.6,
2026-07-29 18:09:51.477,0.4664,0.6246,0.3319,0.5411,0.2513,0.2551,0.3169,0.321,0.1306,0.0897,0.1378,0.0795,0.1254,0.0255,0.1563,0.0497,0.0262,0.0051,0.0571,0.0086,3374.1392,3268.1685,3322.1612,3312.4908,-0.9231,-0.1523,-0.3292,-1.1963,-0.5608,0.0748,1,1,1,1,1,42.4,71.4,
2026-07-29 18:09:52.487,0.3919,0.6277,0.3111,0.4535,0.2885,0.2485,0.3179,0.3573,0.147,0.0917,0.1472,0.085,0.1437,0.0264,0.1637,0.0875,0.029,0.0058,0.0601,0.0166,3275.8242,3335.4579,3318.1319,3350.7692,-0.9216,-0.1417,-0.3265,-1.2337,-0.0897,0.4187,1,1,1,1,1,42.4,68.8,
2026-07-29 18:09:53.555,0.3923,0.5924,0.3169,0.3847,0.3235,0.2559,0.304,0.3864,0.1302,0.0944,0.1354,0.1009,0.1284,0.0428,0.1685,0.1102,0.0256,0.0145,0.0753,0.0178,3311.685,3315.7143,3316.9231,3171.0623,-0.9171,-0.1454,-0.3295,-0.6206,-0.3813,-0.1869,1,1,1,1,1,42.4,65.9,
2026-07-29 18:09:54.712,0.3265,0.5179,0.3514,0.3295,0.426,0.2357,0.2967,0.3375,0.1294,0.1033,0.1247,0.129,0.1,0.1107,0.1517,0.1773,0.0182,0.0325,0.0756,0.0268,3304.4322,3365.2747,3264.1392,3305.2381,-0.9189,-0.1432,-0.3292,-0.8972,-0.0449,0.1047,1,1,1,1,1,42.4,64.8,
2026-07-29 18:09:55.668,0.2591,0.3951,0.317,0.2824,0.4625,0.3033,0.3144,0.3559,0.1522,0.1308,0.1323,0.1494,0.1048,0.1281,0.1532,0.1855,0.0214,0.0427,0.0832,0.0269,3356.4103,3316.9231,3353.5897,3445.8608,-0.9175,-0.1432,-0.3318,-0.7477,-0.172,0.015,1,1,1,1,1,42.4,64.3,
2026-07-29 18:09:56.636,0.2964,0.3916,0.3865,0.2865,0.3929,0.2985,0.3107,0.3415,0.1746,0.1398,0.1155,0.1523,0.1114,0.1252,0.1226,0.1922,0.0247,0.0449,0.0647,0.0276,3302.8205,3293.5531,3282.2711,3329.8168,-0.9224,-0.1472,-0.3286,-1.3458,0.4411,0.015,1,1,1,1,1,42.4,64.0,
2026-07-29 18:09:57.744,0.3035,0.3216,0.3766,0.256,0.2913,0.3264,0.3337,0.3355,0.2134,0.153,0.1138,0.1778,0.1641,0.146,0.1183,0.2014,0.0276,0.053,0.0576,0.0293,3312.0879,3310.0733,3344.7253,3310.0733,-0.9144,-0.137,-0.334,-0.6654,0.0523,0.7925,1,1,1,1,1,42.4,63.8,
2026-07-29 18:09:58.748,0.2684,0.3413,0.4094,0.238,0.2798,0.3247,0.3162,0.3752,0.209,0.1435,0.1099,0.1951,0.2088,0.1405,0.1108,0.1661,0.0339,0.05,0.0536,0.0257,3285.8974,3336.2637,3340.293,3380.989,-0.918,-0.1467,-0.3329,-0.7925,0.0822,0.0972,1,1,1,1,1,42.3,64.0,
2026-07-29 18:09:59.849,0.2442,0.3629,0.4302,0.2302,0.2865,0.3228,0.305,0.3278,0.2251,0.1336,0.1071,0.2311,0.2102,0.1317,0.1057,0.1836,0.0339,0.0491,0.0521,0.0273,3399.1209,3324.5788,3305.641,3248.022,-0.9188,-0.1387,-0.3291,-1.0094,0.1346,0.1645,1,1,1,1,1,42.3,64.6,
2026-07-29 18:10:00.815,0.2382,0.3563,0.4445,0.2142,0.2956,0.3197,0.2883,0.3143,0.2362,0.1399,0.109,0.2666,0.1987,0.1365,0.1086,0.1782,0.0313,0.0476,0.0497,0.0266,3378.1685,3344.3223,3335.4579,3305.2381,-0.9186,-0.1413,-0.3363,-1.0094,-0.1495,0.2094,1,1,1,1,1,42.3,65.3,
2026-07-29 18:10:01.910,0.2502,0.379,0.4485,0.226,0.304,0.2724,0.2871,0.3187,0.2282,0.1492,0.1116,0.2466,0.1895,0.1515,0.1105,0.1831,0.028,0.0478,0.0423,0.0256,3387.8388,3345.9341,3343.1136,3508.315,-0.9208,-0.1424,-0.3353,-1.0094,-0.2467,0.3664,1,1,1,1,1,42.3,66.1,
2026-07-29 18:10:02.944,0.2993,0.4359,0.48,0.2869,0.2887,0.2436,0.2672,0.3057,0.2088,0.134,0.1128,0.2182,0.1789,0.1429,0.105,0.1656,0.0243,0.0437,0.035,0.0237,3360.8425,3349.1575,3319.7436,3252.0513,-0.9186,-0.1405,-0.3385,-1.0393,0.172,0.471,1,1,1,1,1,42.3,66.5,
2026-07-29 18:10:03.988,0.3501,0.4595,0.5132,0.3054,0.2601,0.2387,0.2407,0.2887,0.1791,0.12,0.1054,0.2016,0.1869,0.1409,0.1065,0.1777,0.0238,0.0409,0.0342,0.0265,3275.0183,3339.8901,3337.8755,3304.4322,-0.9171,-0.1505,-0.3307,-1.3458,0.2467,0.5981,1,1,1,1,1,42.3,66.5,
2026-07-29 18:10:05.001,0.3465,0.4665,0.5042,0.2834,0.2581,0.2436,0.2336,0.2978,0.1722,0.1051,0.1067,0.2076,0.1987,0.1397,0.1168,0.1838,0.0245,0.0452,0.0387,0.0274,3351.978,3336.2637,3337.4725,3429.7436,-0.9205,-0.1447,-0.3368,-1.3383,-0.015,0.4187,1,1,1,1,1,42.3,66.2,
2026-07-29 18:10:06.029,0.3485,0.4828,0.5262,0.3046,0.2629,0.229,0.2085,0.2799,0.1783,0.1032,0.1038,0.2025,0.184,0.138,0.1194,0.1847,0.0264,0.0471,0.042,0.0283,3335.8608,3328.2051,3308.0586,3303.2234,-0.916,-0.1371,-0.3381,-0.957,0.0822,0.4262,1,1,1,1,1,42.3,65.7,
2026-07-29 18:10:07.076,0.3402,0.4745,0.5122,0.3056,0.271,0.2298,0.2113,0.3003,0.1823,0.108,0.1091,0.1968,0.1796,0.1397,0.1245,0.1663,0.0269,0.048,0.043,0.0311,3313.2967,3326.5934,3357.2161,3335.0549,-0.913,-0.1492,-0.3373,-1.0916,0.0075,0.2542,1,1,1,1,1,42.3,65.3,
2026-07-29 18:10:08.026,0.3462,0.4778,0.511,0.3158,0.2746,0.2255,0.2119,0.312,0.1758,0.1051,0.1114,0.185,0.1749,0.1409,0.1226,0.1571,0.0285,0.0507,0.0431,0.0301,3432.1612,3329.011,3242.7839,3470.0366,-0.9182,-0.147,-0.3356,-0.9346,0.0598,0.4935,1,1,1,1,1,42.3,65.0,
2026-07-29 18:10:09.134,0.3767,0.4916,0.5169,0.3206,0.2662,0.2283,0.2096,0.3181,0.1675,0.0956,0.1114,0.1883,0.1622,0.1327,0.1183,0.1426,0.0275,0.0519,0.0439,0.0304,3197.6557,3353.5897,3366.0806,3166.2271,-0.9163,-0.1452,-0.3342,-1.2486,-0.1122,0.1944,1,1,1,1,1,42.3,64.8,
2026-07-29 18:10:10.154,0.4144,0.4822,0.4837,0.3453,0.2534,0.2371,0.2438,0.3046,0.1551,0.0929,0.1119,0.1867,0.151,0.1355,0.1178,0.1344,0.0261,0.0524,0.0427,0.0289,3359.6337,3322.1612,3322.5641,3336.6667,-0.9174,-0.1398,-0.3382,-0.7701,0.1869,0.2542,1,1,1,1,1,42.3,64.7,
2026-07-29 18:10:11.229,0.4002,0.3973,0.3964,0.3358,0.2733,0.2897,0.3028,0.3057,0.1638,0.1176,0.1195,0.1947,0.1368,0.1378,0.1313,0.1334,0.0258,0.0576,0.05,0.0303,3300.8059,3284.2857,3340.696,3410.0,-0.9134,-0.1418,-0.357,-0.8673,0.6206,0.0224,1,1,1,1,1,42.3,64.8,
2026-07-29 18:10:12.266,0.3457,0.3584,0.3254,0.3102,0.2963,0.2807,0.3498,0.3209,0.1916,0.144,0.13,0.204,0.1389,0.1487,0.1415,0.1356,0.0275,0.0682,0.0533,0.0293,3292.7473,3292.7473,3277.033,3220.2198,-0.9165,-0.1396,-0.3358,-1.3309,-0.0748,0.4785,1,1,1,1,1,42.3,64.9,
2026-07-29 18:10:13.310,0.3379,0.3343,0.3155,0.2771,0.3007,0.2902,0.3672,0.3438,0.1979,0.1526,0.1335,0.2172,0.1371,0.1578,0.1339,0.1335,0.0263,0.0651,0.0498,0.0284,3400.7326,3342.3077,3348.3516,3385.4212,-0.9181,-0.1426,-0.3447,-0.8748,-0.3065,0.1944,1,1,1,1,1,42.3,65.1,
2026-07-29 18:10:14.287,0.3293,0.3107,0.3207,0.2638,0.3104,0.3005,0.366,0.3565,0.2005,0.1613,0.1317,0.2257,0.1331,0.1606,0.1335,0.1256,0.0267,0.0668,0.0481,0.0285,3383.0037,3318.5348,3348.3516,3492.6007,-0.9216,-0.1441,-0.3447,-0.7851,-0.0075,0.2094,1,1,1,1,1,42.3,65.0,
2026-07-29 18:10:15.403,0.3221,0.2935,0.3398,0.2704,0.3235,0.3102,0.372,0.3417,0.209,0.169,0.1195,0.2387,0.1191,0.161,0.1251,0.1234,0.0263,0.0664,0.0436,0.0259,3346.7399,3295.9707,3298.7912,3237.1429,-0.9175,-0.148,-0.35,-0.8598,0.1271,0.4486,1,1,1,1,1,42.3,64.8,
2026-07-29 18:10:16.445,0.3247,0.2714,0.3075,0.2633,0.3228,0.3156,0.3886,0.3282,0.2114,0.1779,0.1233,0.2442,0.1129,0.1689,0.1347,0.1364,0.0282,0.0661,0.0459,0.028,3331.8315,3324.9817,3317.326,3424.9084,-0.9141,-0.143,-0.3443,-0.8897,0.1495,-0.0449,1,1,1,1,1,42.3,64.6,
2026-07-29 18:10:17.394,0.295,0.2287,0.2911,0.2448,0.3358,0.3404,0.3877,0.3428,0.2221,0.1911,0.1299,0.2331,0.1165,0.1698,0.1398,0.1496,0.0305,0.0699,0.0516,0.0297,3475.6777,3297.9853,3331.8315,3398.7179,-0.9179,-0.1328,-0.3329,-1.1813,0.0075,0.5009,1,1,1,1,1,42.3,64.6,
2026-07-29 18:10:18.526,0.3354,0.1768,0.276,0.1851,0.3111,0.3311,0.3338,0.376,0.2112,0.2036,0.1375,0.2464,0.1101,0.1969,0.1746,0.1619,0.0322,0.0916,0.0781,0.0307,3223.8462,3323.37,3298.3883,3332.2344,-0.9161,-0.1602,-0.3389,-1.7645,0.2692,1.3683,1,1,1,1,1,42.3,64.8,
2026-07-29 18:10:19.492,0.4526,0.1651,0.2874,0.1988,0.2561,0.3147,0.313,0.3761,0.1683,0.1907,0.1378,0.246,0.094,0.2242,0.1807,0.1473,0.029,0.1053,0.0812,0.0319,2593.663,3134.7985,3363.663,3129.5604,-0.9133,-0.1548,-0.3793,-5.8244,-9.7273,10.9834,1,4,1,1,2,42.3,65.0,
2026-07-29 18:10:20.555,0.392,0.5755,0.2861,0.4996,0.504,0.1952,0.2651,0.2698,0.0423,0.09,0.1197,0.0869,0.0488,0.0918,0.1934,0.0912,0.0129,0.0476,0.1358,0.0525,3103.37,3315.3114,3329.4139,3164.2125,-0.9098,-0.1545,-0.3472,-2.3178,2.0486,-0.0748,1,4,1,1,2,42.3,65.1,
2026-07-29 18:10:21.554,0.4039,0.6287,0.2979,0.5489,0.4752,0.196,0.249,0.2981,0.0465,0.0924,0.1124,0.0509,0.0635,0.0588,0.1974,0.0728,0.0109,0.0241,0.1433,0.0294,3063.4799,3252.0513,3246.4103,3203.2967,-0.9027,-0.1394,-0.357,-2.3851,0.2841,3.3646,1,4,1,1,2,42.3,65.4,
2026-07-29 18:10:22.581,0.408,0.627,0.2504,0.5402,0.4668,0.1955,0.2459,0.3017,0.0502,0.0921,0.1226,0.0554,0.0641,0.0607,0.2227,0.0745,0.0108,0.0246,0.1583,0.0281,3706.5568,3329.4139,3314.9084,3484.1392,-0.902,-0.1437,-0.3606,-1.0243,-0.0673,0.2467,1,2,1,1,1,42.3,66.3,
2026-07-29 18:10:23.657,0.4136,0.6264,0.2571,0.5235,0.4615,0.1919,0.2195,0.315,0.05,0.0924,0.1142,0.0583,0.0642,0.0627,0.2343,0.0755,0.0108,0.0266,0.1749,0.0278,3038.9011,3260.1099,3310.0733,3505.4945,-0.9096,-0.1426,-0.3745,-0.6654,0.1122,-0.4112,1,2,1,1,1,42.3,68.9,
2026-07-29 18:10:24.676,0.42,0.6051,0.2835,0.525,0.4532,0.2022,0.2285,0.3133,0.0525,0.0973,0.1062,0.0574,0.0637,0.0686,0.22,0.0762,0.0106,0.0268,0.1618,0.0281,3345.5311,3341.5018,3287.9121,3221.0256,-0.9103,-0.1388,-0.3771,0.4337,0.3439,-1.3907,1,2,1,1,1,42.3,70.2,
2026-07-29 18:10:25.687,0.4151,0.6017,0.2852,0.5196,0.4487,0.2026,0.2355,0.3073,0.0577,0.0984,0.1069,0.0595,0.0673,0.07,0.2141,0.0816,0.0113,0.0273,0.1582,0.032,3353.9927,3335.8608,3307.2527,3422.4908,-0.9024,-0.1589,-0.3693,-1.9215,-1.9739,0.5009,1,1,1,1,1,42.3,70.8,
2026-07-29 18:10:26.785,0.4127,0.5983,0.2889,0.5119,0.4503,0.2065,0.2492,0.3108,0.0589,0.0975,0.1095,0.0647,0.0669,0.071,0.2191,0.0818,0.0111,0.0267,0.1332,0.0307,3856.044,3273.4066,3266.9597,3277.033,-0.9007,-0.1544,-0.3514,-0.5981,0.8449,-0.471,1,1,1,1,1,42.3,70.7,
2026-07-29 18:10:27.782,0.4108,0.5955,0.3005,0.4923,0.4512,0.2096,0.2495,0.326,0.06,0.0978,0.109,0.0741,0.0671,0.0715,0.22,0.0812,0.0109,0.0255,0.121,0.0264,3348.3516,3329.8168,3355.2015,3347.1429,-0.8975,-0.1541,-0.3638,0.2393,-1.2337,-1.1215,1,1,1,1,1,42.3,70.5,
2026-07-29 18:10:28.878,0.4569,0.4514,0.3003,0.4375,0.3491,0.2583,0.2629,0.3594,0.0959,0.1278,0.1195,0.0997,0.0858,0.1198,0.2286,0.0852,0.0124,0.0427,0.0888,0.0181,3425.7143,2999.011,3266.9597,3501.0623,-0.9032,-0.1627,-0.3741,0.2766,0.3514,-2.5272,1,2,1,1,1,42.3,70.5,
2026-07-29 18:10:29.887,0.4699,0.3818,0.3244,0.3601,0.3119,0.2771,0.2504,0.3636,0.1192,0.1148,0.1259,0.1582,0.0857,0.165,0.2204,0.0958,0.0132,0.0613,0.0789,0.0223,3118.2784,3387.033,3359.6337,3190.8059,-0.9128,-0.1634,-0.3428,0.4561,-2.8262,-3.9328,1,1,1,1,1,42.3,70.5,
2026-07-29 18:10:30.889,0.483,0.5027,0.3795,0.3711,0.3083,0.268,0.2593,0.3601,0.1135,0.0849,0.1152,0.1667,0.0827,0.1066,0.1819,0.0826,0.0124,0.0378,0.064,0.0196,3341.5018,3336.2637,3281.8681,3303.6264,-0.919,-0.147,-0.334,-2.0711,-0.7028,-1.1664,1,1,1,1,1,42.3,70.2,
2026-07-29 18:10:31.959,0.4567,0.5091,0.369,0.3873,0.3191,0.2859,0.2801,0.3478,0.1236,0.075,0.1146,0.1662,0.0877,0.0982,0.178,0.0797,0.0128,0.0318,0.0583,0.0191,3297.1795,3348.7546,3325.3846,3422.8938,-0.9153,-0.1482,-0.337,1.3907,0.6654,-1.8393,1,1,1,1,1,42.3,69.6,
2026-07-29 18:10:32.980,0.4668,0.5395,0.3824,0.3869,0.3132,0.2747,0.3076,0.3559,0.1188,0.0638,0.1047,0.1652,0.089,0.0903,0.1574,0.0763,0.0122,0.0316,0.0479,0.0157,3374.1392,3341.0989,3288.315,3329.8168,-0.9111,-0.1521,-0.3508,-2.1533,0.3514,0.7178,1,1,1,1,1,42.3,69.2,
2026-07-29 18:10:34.042,0.4866,0.5354,0.388,0.393,0.3133,0.2809,0.3153,0.3604,0.1089,0.0641,0.1087,0.1642,0.0809,0.0882,0.1478,0.0709,0.0102,0.0313,0.0402,0.0114,3322.5641,3305.641,3300.4029,3279.4505,-0.908,-0.1441,-0.337,-1.1739,0.6281,1.3159,1,1,1,1,1,42.3,67.0,
2026-07-29 18:10:35.029,0.4875,0.5281,0.3882,0.4063,0.3107,0.2797,0.3104,0.3459,0.1068,0.0694,0.1102,0.1648,0.0848,0.0902,0.1476,0.0711,0.0103,0.0326,0.0435,0.012,3392.2711,3329.4139,3292.3443,3452.3077,-0.9185,-0.1429,-0.3459,-1.3383,0.2393,0.9047,1,1,1,1,1,42.3,65.3,
2026-07-29 18:10:36.123,0.4877,0.5254,0.3729,0.41,0.3145,0.2739,0.3197,0.3383,0.1089,0.0725,0.1102,0.168,0.0802,0.0936,0.1493,0.0706,0.0088,0.0346,0.0478,0.0131,3283.8828,3281.0623,3275.0183,3172.674,-0.9158,-0.1489,-0.3481,-1.4505,-0.5757,0.6131,1,1,1,1,1,42.3,63.8,
2026-07-29 18:10:37.088,0.4855,0.5252,0.3761,0.3873,0.3251,0.2726,0.3139,0.3456,0.1033,0.0748,0.1124,0.1824,0.0779,0.0923,0.1471,0.0718,0.0083,0.0351,0.0505,0.0129,3396.7033,3322.967,3301.6117,3422.8938,-0.9136,-0.1428,-0.3476,-0.972,0.0748,0.8673,1,1,1,1,1,42.3,63.7,
2026-07-29 18:10:38.116,0.4251,0.4536,0.3548,0.4119,0.3594,0.2865,0.3228,0.342,0.1181,0.0919,0.1142,0.1525,0.0865,0.1199,0.1515,0.0793,0.0109,0.0482,0.0566,0.0142,3371.7216,3295.5678,3290.3297,3463.5897,-0.9133,-0.1417,-0.3513,-0.9271,-0.0598,0.1421,1,1,1,1,1,42.3,63.5,
2026-07-29 18:10:39.167,0.3814,0.3045,0.3197,0.4166,0.3763,0.3009,0.3239,0.3353,0.1296,0.124,0.1199,0.1251,0.1012,0.1921,0.1709,0.1062,0.0115,0.0785,0.0656,0.0168,3329.4139,3320.9524,3334.652,3380.5861,-0.9081,-0.1384,-0.3539,-0.8299,-0.2243,0.3439,1,1,1,1,1,42.3,63.8,
2026-07-29 18:10:40.136,0.465,0.264,0.3117,0.4798,0.3053,0.2764,0.3163,0.3067,0.1199,0.1425,0.1285,0.1119,0.0972,0.2171,0.1753,0.088,0.0125,0.1,0.0681,0.0136,3312.0879,3365.6777,3338.6813,3113.8462,-0.9127,-0.1456,-0.3534,-0.8972,-0.172,0.1196,1,1,1,1,1,42.3,64.0,
2026-07-29 18:10:41.240,0.4533,0.2603,0.2841,0.4807,0.3092,0.2528,0.2705,0.2951,0.1292,0.1474,0.1481,0.1232,0.0976,0.228,0.213,0.0882,0.0107,0.1115,0.0843,0.0128,3204.9084,3281.8681,3247.2161,3319.7436,-0.9109,-0.1412,-0.3476,-0.9421,-0.2168,0.2318,1,1,1,1,1,42.3,63.2,
2026-07-29 18:10:42.301,0.4451,0.2647,0.2788,0.472,0.3108,0.2416,0.2652,0.283,0.1338,0.1375,0.1374,0.1342,0.0996,0.2428,0.2222,0.0976,0.0108,0.1134,0.0964,0.0132,3377.3626,3339.0842,3326.5934,3285.8974,-0.911,-0.147,-0.3491,-0.9944,-0.0673,0.3439,1,1,1,1,1,42.3,61.1,
2026-07-29 18:10:43.315,0.3859,0.3045,0.2936,0.4275,0.3019,0.2234,0.2611,0.2911,0.1758,0.1211,0.1427,0.1531,0.1213,0.2357,0.205,0.1119,0.0151,0.1151,0.0976,0.0164,3327.8022,3295.9707,3296.3736,3228.6813,-0.9105,-0.1441,-0.3493,-0.957,-0.172,0.0897,1,1,1,1,1,42.2,59.2,
2026-07-29 18:10:44.326,0.3869,0.3627,0.3237,0.4396,0.3149,0.2442,0.2591,0.2798,0.1588,0.1016,0.1367,0.1455,0.1243,0.1982,0.1955,0.1192,0.0152,0.0933,0.085,0.016,3384.6154,3363.2601,3352.7839,3360.8425,-0.9081,-0.149,-0.3509,-0.957,-0.1645,0.3664,1,1,1,1,1,42.2,57.7,
2026-07-29 18:10:45.433,0.368,0.3536,0.3172,0.4218,0.3126,0.262,0.278,0.2943,0.1763,0.1051,0.1336,0.1506,0.1292,0.1915,0.1941,0.1187,0.0139,0.0879,0.0772,0.0147,3314.5055,3306.4469,3320.9524,3259.304,-0.9116,-0.1458,-0.3524,-1.0692,-0.1047,0.1346,1,1,1,1,1,42.2,56.8,
